kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_BPR,player_position_C,player_position_CHB,player_position_CHF,player_position_FB,player_position_FF,player_position_FPL,player_position_FPR,player_position_HBFL,player_position_HBFR,player_position_HFFL,player_position_HFFR,player_position_INT,player_position_R,player_position_RK,player_position_RR,player_position_SUB,player_position_WL,player_position_WR,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
4,1,1,5,1,20,0,0,0,5,0,1,1,3,1,1,2,4,0,1,0,0,0,80,35,15,1,0,0,143,2,0,2,0,0,0,0,6,1,0,0,0,0,0,0,17,0.8,0,0,1,0,27,10,6,46,0,0,0,0,59,0.011695906432748537,0.008333333333333333,0.004830917874396135,0.009107468123861567,0,0,0.03937007874015748,0.0125,0.01639344262295082,0.008403361344537815,0.0136986301369863,0,0.047619047619047616,0,0.017857142857142856,0.02631578947368421,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0015341902617365122,Lincoln McCarthy,0,15742,6,Brisbane Lions,2020,35,0
8,4,3,11,8,73,0,0,0,3,2,0,0,1,1,0,5,7,1,0,9,0,1,95,55,108,0,0,3,142,3,3,0,0,1,0,0,3,5,0,3,0,0,1,0,4,13.3,0,1,0,9,27,7,11,73,0,1,2,0,164,0.023391812865497075,0.03333333333333333,0.014492753623188406,0.020036429872495445,0,0,0.023622047244094488,0,0,0.02100840336134454,0.023972602739726026,0.08333333333333333,0,0.07692307692307693,0.026785714285714284,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06274033337831497,Mark Blicavs,0,15742,6,Geelong,2020,8,0
4,1,2,6,5,83,0,0,0,3,1,2,0,3,0,2,1,6,0,0,10,0,0,97,25,51,0,0,2,116,1,1,0,1,3,0,0,5,3,0,0,0,0,0,0,5,6.3,0,0,0,8,27,10,6,46,0,0,0,0,112,0.011695906432748537,0.008333333333333333,0.00966183574879227,0.01092896174863388,0,0,0.023622047244094488,0.025,0,0.004201680672268907,0.02054794520547945,0,0,0,0.008928571428571428,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0016317476984113455,Darcy Gardiner,0,15742,6,Brisbane Lions,2020,38,0
4,2,2,6,4,67,1,2,0,1,0,1,0,2,1,2,2,4,0,2,0,0,0,93,29,47,0,0,3,91,2,2,0,0,0,2,0,0,2,1,1,0,0,1,1,5,1.9,0,1,3,0,27,10,6,46,0,0,0,0,114,0.011695906432748537,0.016666666666666666,0.00966183574879227,0.01092896174863388,0.058823529411764705,0.18181818181818182,0.007874015748031496,0.0125,0,0.008403361344537815,0.0136986301369863,0,0.09523809523809523,0,0.017857142857142856,0.07894736842105263,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0033187917433679104,Charlie Cameron,0,15742,6,Brisbane Lions,2020,42,0
8,3,3,11,8,73,0,0,0,4,4,0,2,1,2,0,6,4,0,0,2,0,0,100,57,71,0,2,0,224,4,4,0,0,2,0,0,11,6,0,4,0,0,1,0,13,5.8,0,0,0,2,27,7,11,73,0,0,0,0,88,0.023391812865497075,0.025,0.014492753623188406,0.020036429872495445,0,0,0.031496062992125984,0,0.03278688524590164,0.025210084033613446,0.0136986301369863,0,0,0,0.03571428571428571,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0012206106912344694,Jed Bews,0,15742,6,Geelong,2020,29,0
4,2,3,7,4,57,0,0,0,0,0,1,0,1,2,1,3,4,1,0,4,0,0,96,23,40,0,0,1,81,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,9,2,0,0,0,4,27,10,6,46,0,0,0,0,109,0.011695906432748537,0.016666666666666666,0.014492753623188406,0.012750455373406194,0,0,0,0.0125,0,0.012605042016806723,0.0136986301369863,0.08333333333333333,0,0,0.008928571428571428,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002522394061088562,Daniel McStay,0,15742,6,Brisbane Lions,2020,39,0
3,0,4,7,4,57,0,0,0,1,0,1,0,1,1,0,7,2,0,0,6,0,0,100,22,43,0,0,1,59,4,7,0,1,5,0,0,5,1,0,6,0,0,0,0,5,9.1,0,1,0,6,27,10,6,46,1,1,0,0,103,0.008771929824561403,0,0.01932367149758454,0.012750455373406194,0,0,0.007874015748031496,0.0125,0,0.029411764705882353,0.00684931506849315,0,0,0,0.03571428571428571,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064577143639326096,Harris Andrews,0,15742,6,Brisbane Lions,2020,17,0
7,3,4,11,8,73,0,0,0,2,3,0,0,2,0,0,1,10,0,0,5,0,0,97,46,61,0,0,2,65,3,2,0,1,1,0,0,4,6,0,1,0,0,1,1,4,0.2,0,1,0,5,27,7,11,73,0,0,0,0,96,0.02046783625730994,0.025,0.01932367149758454,0.020036429872495445,0,0,0.015748031496062992,0,0,0.004201680672268907,0.03424657534246575,0,0,0,0.026785714285714284,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018915459513664246,Jake Kolodjashnij,0,15742,6,Geelong,2020,26,0
10,1,5,15,11,73,0,0,0,4,1,3,2,3,2,2,6,7,0,0,4,0,0,84,55,83,0,2,2,315,2,4,0,1,2,0,0,6,7,0,4,0,0,0,0,10,7.4,0,1,0,4,27,10,6,46,0,0,0,0,50,0.029239766081871343,0.008333333333333333,0.024154589371980676,0.0273224043715847,0,0,0.031496062992125984,0.0375,0.03278688524590164,0.025210084033613446,0.023972602739726026,0,0,0,0.017857142857142856,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-9.529385715723038e-4,Callum Ah Chee,0,15742,6,Brisbane Lions,2020,32,0
5,3,3,8,5,63,1,0,0,2,0,1,0,1,0,0,4,3,1,1,0,0,0,97,44,44,0,0,2,105,1,1,0,0,0,1,0,1,3,2,3,0,0,0,0,7,3.7,0,0,2,0,27,10,6,46,0,0,0,0,81,0.014619883040935672,0.025,0.014492753623188406,0.014571948998178506,0.058823529411764705,0,0.015748031496062992,0.0125,0,0.01680672268907563,0.010273972602739725,0.08333333333333333,0.047619047619047616,0,0.008928571428571428,0.05263157894736842,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028658262453973293,Eric Hipwood,0,15742,6,Brisbane Lions,2020,20,0
16,5,10,26,24,92,2,0,0,0,1,1,0,1,0,1,6,20,0,1,1,0,0,85,92,152,0,0,5,439,3,7,0,0,0,0,0,3,14,0,6,0,0,2,0,4,23,0,2,3,1,27,7,11,73,0,1,3,0,71,0.04678362573099415,0.041666666666666664,0.04830917874396135,0.04735883424408015,0.11764705882352941,0,0,0.0125,0,0.025210084033613446,0.0684931506849315,0,0.047619047619047616,0,0.026785714285714284,0.07894736842105263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.2022758722305298,Sam Menegola,0,15742,6,Geelong,2020,2,2
8,2,11,19,11,58,1,0,0,3,3,0,3,4,3,2,8,10,0,1,0,0,0,62,67,79,2,1,3,120,5,4,0,0,0,0,0,10,4,2,5,0,0,0,0,20,3.9,0,2,1,0,27,7,11,73,0,0,0,0,58,0.023391812865497075,0.016666666666666666,0.05314009661835749,0.03460837887067395,0.058823529411764705,0,0.023622047244094488,0,0.04918032786885246,0.03361344537815126,0.03424657534246575,0,0.047619047619047616,0,0.044642857142857144,0.02631578947368421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05197874829173088,Brandan Parfitt,0,15742,6,Geelong,2020,9,0
10,2,9,19,8,42,0,2,0,7,2,5,5,4,3,1,15,5,0,1,2,1,1,72,84,87,2,3,3,331,6,2,1,0,0,0,0,4,5,1,10,0,0,0,0,11,3.5,0,0,3,1,27,10,6,46,0,0,0,0,63,0.029239766081871343,0.016666666666666666,0.043478260869565216,0.03460837887067395,0,0.18181818181818182,0.05511811023622047,0.0625,0.08196721311475409,0.06302521008403361,0.017123287671232876,0,0.047619047619047616,0.07692307692307693,0.05357142857142857,0.07894736842105263,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.04226188361644745,Jarrod Berry,0,15742,6,Brisbane Lions,2020,10,0
5,4,5,10,8,80,1,0,0,5,1,1,1,0,1,0,4,7,0,1,1,0,0,77,64,74,0,1,2,113,2,2,0,0,0,0,0,14,5,1,3,0,0,0,1,22,10.8,0,0,1,0,27,10,6,46,0,1,0,0,69,0.014619883040935672,0.03333333333333333,0.024154589371980676,0.018214936247723135,0.058823529411764705,0,0.03937007874015748,0.0125,0.01639344262295082,0.01680672268907563,0.023972602739726026,0,0.047619047619047616,0,0.017857142857142856,0.02631578947368421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004817008972167969,Hugh McCluggage,0,15742,6,Brisbane Lions,2020,18,0
9,4,3,12,10,83,0,0,0,2,2,0,0,0,1,0,2,8,0,0,1,0,0,92,54,78,0,0,1,216,0,2,0,0,1,0,0,4,8,0,2,0,0,0,0,7,4.2,0,0,0,1,27,7,11,73,0,0,0,0,36,0.02631578947368421,0.03333333333333333,0.014492753623188406,0.02185792349726776,0,0,0.015748031496062992,0,0,0.008403361344537815,0.0273972602739726,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001815245021134615,Mark O'Connor,0,15742,6,Geelong,2020,28,0
12,6,15,27,16,59,0,0,0,5,2,1,2,3,1,1,13,14,0,1,0,0,0,82,102,112,0,2,2,216,4,6,1,0,0,1,1,10,6,1,12,0,0,1,0,18,10.2,0,1,1,0,27,7,11,73,0,0,0,0,7,0.03508771929824561,0.05,0.07246376811594203,0.04918032786885246,0,0,0.03937007874015748,0.0125,0.03278688524590164,0.0546218487394958,0.04794520547945205,0,0.047619047619047616,0,0.03571428571428571,0.02631578947368421,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9146844744682312,Sam Simpson,0,15742,6,Geelong,2020,3,1
8,6,4,12,9,75,2,0,0,5,2,2,1,3,1,2,3,9,1,1,1,0,0,81,77,95,1,0,3,282,3,2,1,0,0,0,0,5,5,0,1,0,0,1,0,16,12,0,0,2,1,27,10,6,46,0,0,0,0,52,0.023391812865497075,0.05,0.01932367149758454,0.02185792349726776,0.11764705882352941,0,0.03937007874015748,0.025,0.01639344262295082,0.012605042016806723,0.030821917808219176,0.08333333333333333,0.047619047619047616,0,0.026785714285714284,0.05263157894736842,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.027121560648083687,Cam Rayner,0,15742,6,Brisbane Lions,2020,12,0
6,4,2,8,8,100,1,0,3,4,0,2,0,2,2,2,4,4,1,1,1,0,0,89,55,84,0,0,3,212,2,1,2,0,0,4,1,1,6,0,1,0,16.7,0,1,9,6.6,18,1,1,0,27,7,11,73,0,0,0,0,34,0.017543859649122806,0.03333333333333333,0.00966183574879227,0.014571948998178506,0.058823529411764705,0,0.031496062992125984,0.025,0,0.01680672268907563,0.0136986301369863,0.08333333333333333,0.047619047619047616,0,0.017857142857142856,0.02631578947368421,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006894072517752647,Esava Ratugolea,0,15742,6,Geelong,2020,16,0
6,3,4,10,9,90,0,0,0,3,0,1,1,1,1,1,2,6,0,0,5,0,0,99,45,87,0,1,2,89,0,2,0,1,1,0,0,9,6,0,1,0,0,1,1,10,6,0,1,0,5,27,7,11,73,0,0,0,0,51,0.017543859649122806,0.025,0.01932367149758454,0.018214936247723135,0,0,0.023622047244094488,0.0125,0.01639344262295082,0.008403361344537815,0.02054794520547945,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018915459513664246,Jack Henry,0,15742,6,Geelong,2020,27,0
5,2,4,9,7,78,0,0,0,3,0,2,0,3,0,2,2,7,0,0,1,0,0,83,35,37,0,0,1,136,3,1,0,0,0,0,0,8,3,0,2,0,0,0,0,20,6.2,0,0,0,0,27,10,6,46,0,0,0,0,33,0.014619883040935672,0.016666666666666666,0.01932367149758454,0.01639344262295082,0,0,0.023622047244094488,0.025,0,0.008403361344537815,0.023972602739726026,0,0,0,0.026785714285714284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0015341902617365122,Zac Bailey,0,15742,6,Brisbane Lions,2020,36,0
2,0,1,3,1,33,0,1,17,2,1,1,2,0,1,0,1,1,0,0,0,0,0,67,35,38,0,2,2,48,1,0,2,0,1,0,0,3,0,0,0,4,44.7,0,0,6,2,38,1,1,0,27,10,6,46,0,0,0,0,43,0.005847953216374269,0,0.004830917874396135,0.00546448087431694,0,0.09090909090909091,0.015748031496062992,0.0125,0.03278688524590164,0.004201680672268907,0.003424657534246575,0,0,0,0.008928571428571428,0.02631578947368421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0025962074287235737,Oscar McInerney,0,15742,6,Brisbane Lions,2020,40,0
0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,6,6,5,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.1,0,0,0,0,27,7,11,73,0,0,0,0,17,0,0,0.004830917874396135,0.0018214936247723133,0,0,0.007874015748031496,0,0,0.004201680672268907,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.001989103388041258,Quinton Narkle,0,15742,6,Geelong,2020,24,0
6,3,2,8,5,63,0,0,0,1,1,3,0,3,1,1,1,7,0,0,2,0,0,67,33,31,0,0,1,148,3,2,0,1,1,0,0,5,4,0,0,0,0,1,0,8,0.5,0,1,0,1,27,10,6,46,0,0,0,0,11,0.017543859649122806,0.025,0.00966183574879227,0.014571948998178506,0,0,0.007874015748031496,0.0375,0,0.004201680672268907,0.023972602739726026,0,0,0,0.026785714285714284,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.002981490921229124,Brandon Starcevich,0,15742,6,Brisbane Lions,2020,41,0
7,3,9,16,11,69,0,0,0,0,2,1,0,3,1,2,7,7,0,0,0,0,1,94,43,68,0,0,2,124,2,3,0,0,0,0,0,7,4,3,5,0,0,0,0,16,5.4,0,0,1,0,27,7,11,73,0,0,0,0,31,0.02046783625730994,0.025,0.043478260869565216,0.029143897996357013,0,0,0,0.0125,0,0.029411764705882353,0.023972602739726026,0,0,0.07692307692307693,0.017857142857142856,0.02631578947368421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.007552497088909149,Gryan Miers,0,15742,6,Geelong,2020,43,0
8,0,4,12,7,58,0,0,16,2,0,4,6,2,2,1,8,2,0,0,5,0,0,90,55,84,3,3,0,213,5,2,0,0,0,0,0,5,4,0,5,3,34,0,0,12,13.4,47,0,0,5,27,7,11,73,0,0,0,0,7,0.023391812865497075,0,0.01932367149758454,0.02185792349726776,0,0,0.015748031496062992,0.05,0.09836065573770492,0.03361344537815126,0.00684931506849315,0,0,0,0.044642857142857144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.017195183783769608,Darcy Fort,0,15742,6,Geelong,2020,15,0
4,2,3,7,3,43,0,0,0,2,0,1,0,2,0,1,4,1,1,1,0,0,0,76,29,23,0,0,0,36,3,1,0,0,0,0,0,6,1,1,3,0,0,1,1,22,3.4,0,0,0,0,27,10,6,46,0,0,0,0,4,0.011695906432748537,0.016666666666666666,0.014492753623188406,0.012750455373406194,0,0,0.015748031496062992,0.0125,0,0.01680672268907563,0.003424657534246575,0.08333333333333333,0.047619047619047616,0,0.026785714285714284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0015341902617365122,Thomas Berry,0,15742,6,Brisbane Lions,2020,37,0
8,1,13,21,14,67,0,0,0,2,1,3,5,1,2,0,7,13,0,0,4,0,0,88,63,90,2,3,4,235,3,3,0,0,1,0,0,10,5,1,5,0,0,0,0,16,9.1,0,2,0,1,32,11,8,59,0,1,0,1,307,0.021917808219178082,0.006289308176100629,0.04529616724738676,0.032208588957055216,0,0,0.024390243902439025,0.0379746835443038,0.10638297872340426,0.030303030303030304,0.031476997578692496,0,0,0,0.022556390977443608,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053519416600465775,Scott Pendlebury,0,15743,6,Collingwood,2020,8,0
6,3,9,15,13,87,0,0,0,4,3,1,0,1,0,0,4,12,0,0,0,0,0,80,61,82,0,0,1,160,3,5,0,0,0,0,0,12,5,0,4,0,0,0,0,17,6.4,0,0,0,0,32,11,8,59,0,0,0,0,223,0.01643835616438356,0.018867924528301886,0.0313588850174216,0.023006134969325152,0,0,0.04878048780487805,0.012658227848101266,0,0.017316017316017316,0.029055690072639227,0,0,0,0.022556390977443608,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.418029613792896e-4,Travis Varcoe,0,15743,6,Collingwood,2020,25,0
9,4,3,12,10,83,0,0,0,0,3,0,0,3,1,3,5,7,0,0,5,0,0,85,37,50,0,0,2,99,2,6,0,3,4,0,0,2,7,0,3,0,0,0,0,2,3.2,0,1,0,4,32,9,3,27,0,0,0,0,231,0.024657534246575342,0.025157232704402517,0.010452961672473868,0.018404907975460124,0,0,0,0,0,0.021645021645021644,0.01694915254237288,0,0,0,0.015037593984962405,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9511997126974165e-4,James Frawley,0,15743,6,Hawthorn,2020,27,0
7,3,11,18,15,83,0,0,0,3,0,0,1,0,1,0,5,12,0,0,3,0,0,88,65,81,0,1,0,113,1,3,0,0,0,1,0,9,5,0,4,0,0,0,0,13,8.3,0,0,0,1,32,11,8,59,0,0,0,0,223,0.019178082191780823,0.018867924528301886,0.03832752613240418,0.027607361963190184,0,0,0.036585365853658534,0,0.02127659574468085,0.021645021645021644,0.029055690072639227,0,0,0,0.007518796992481203,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0018915459513664246,Chris Mayne,0,15743,6,Collingwood,2020,21,0
6,6,4,10,9,90,1,0,8,1,1,0,0,0,0,0,5,6,2,1,3,0,0,76,62,110,0,0,3,58,0,2,1,0,0,1,0,4,5,1,3,4,40,1,0,7,13.8,20,1,1,3,32,9,3,27,0,0,0,0,212,0.01643835616438356,0.03773584905660377,0.013937282229965157,0.015337423312883436,0.09090909090909091,0,0.012195121951219513,0,0,0.021645021645021644,0.014527845036319613,0.13333333333333333,0.07692307692307693,0,0,0.030303030303030304,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016495825722813606,Ben McEvoy,0,15743,6,Hawthorn,2020,13,0
11,6,9,20,13,65,0,0,0,6,2,1,3,2,2,1,7,11,0,1,0,0,0,80,92,87,1,2,2,256,4,1,1,0,0,0,0,8,5,0,4,0,0,0,0,21,6.7,0,0,1,0,32,9,3,27,0,0,0,0,211,0.030136986301369864,0.03773584905660377,0.0313588850174216,0.03067484662576687,0,0,0.07317073170731707,0.012658227848101266,0.06382978723404255,0.030303030303030304,0.026634382566585957,0,0.07692307692307693,0,0.03007518796992481,0.030303030303030304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.017536388710141182,Liam Shiels,0,15743,6,Hawthorn,2020,40,0
4,0,6,10,7,70,0,0,0,1,0,1,0,3,0,1,5,6,0,0,2,0,1,97,25,45,0,0,2,42,3,1,0,0,0,1,0,8,2,3,4,0,0,0,0,21,5.7,0,1,0,1,32,9,3,27,0,0,0,0,179,0.010958904109589041,0,0.020905923344947737,0.015337423312883436,0,0,0.012195121951219513,0.012658227848101266,0,0.021645021645021644,0.014527845036319613,0,0,0.16666666666666666,0.022556390977443608,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0015341902617365122,Tom Scully,0,15743,6,Hawthorn,2020,29,0
6,4,6,12,11,92,0,0,0,1,1,1,0,1,2,0,6,7,1,0,7,0,0,96,48,72,0,0,1,66,1,6,0,0,3,0,0,4,6,0,2,0,0,2,0,4,8.3,0,0,0,5,32,9,3,27,0,0,0,1,194,0.01643835616438356,0.025157232704402517,0.020905923344947737,0.018404907975460124,0,0,0.012195121951219513,0.012658227848101266,0,0.025974025974025976,0.01694915254237288,0.06666666666666667,0,0,0.007518796992481203,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004397276323288679,Ben Stratton,0,15743,6,Hawthorn,2020,38,0
0,1,3,3,3,100,0,0,0,0,0,0,0,2,0,1,2,1,0,0,6,0,0,88,6,27,0,0,0,-19,1,2,0,0,4,0,0,1,0,0,2,0,0,0,0,1,4.4,0,0,0,6,32,11,8,59,0,0,0,0,168,0,0.006289308176100629,0.010452961672473868,0.004601226993865031,0,0,0,0,0,0.008658008658008658,0.002421307506053269,0,0,0,0.007518796992481203,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003228172194212675,Jordan Roughead,0,15743,6,Collingwood,2020,17,0
13,8,3,16,12,75,0,0,0,1,1,3,3,1,1,0,1,12,0,0,1,0,0,78,74,72,1,2,4,294,4,2,0,0,0,0,0,11,10,0,0,0,0,0,1,18,7.9,0,0,1,0,32,9,3,27,0,0,0,0,158,0.03561643835616438,0.050314465408805034,0.010452961672473868,0.024539877300613498,0,0,0.012195121951219513,0.0379746835443038,0.06382978723404255,0.004329004329004329,0.029055690072639227,0,0,0,0.03007518796992481,0.030303030303030304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.04849611967802048,Ricky Henderson,0,15743,6,Hawthorn,2020,44,0
10,5,0,10,5,50,1,3,0,2,0,3,0,1,0,0,3,7,1,1,1,0,0,89,62,58,0,0,6,338,4,0,1,0,0,3,1,2,5,1,2,0,0,0,1,11,4.7,0,0,5,1,32,9,3,27,0,1,0,0,198,0.0273972602739726,0.031446540880503145,0,0.015337423312883436,0.09090909090909091,0.2727272727272727,0.024390243902439025,0.0379746835443038,0,0.012987012987012988,0.01694915254237288,0.06666666666666667,0.07692307692307693,0,0.03007518796992481,0.15151515151515152,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378531739115715,Jack Gunston,0,15743,6,Hawthorn,2020,42,0
2,0,5,7,5,71,0,0,0,4,0,0,0,1,1,1,7,1,0,0,0,0,0,79,30,45,0,0,2,-19,1,3,1,0,0,2,0,5,1,2,6,0,0,0,0,20,7,0,0,1,0,32,9,3,27,0,0,0,0,194,0.005479452054794521,0,0.017421602787456445,0.010736196319018405,0,0,0.04878048780487805,0,0,0.030303030303030304,0.002421307506053269,0,0,0,0.007518796992481203,0.030303030303030304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0015341902617365122,Paul Puopolo,0,15743,6,Hawthorn,2020,30,0
12,9,14,26,20,77,1,1,0,1,2,5,0,4,0,1,4,22,0,1,1,0,0,95,99,114,0,0,4,407,5,3,0,0,0,0,0,11,9,1,4,0,0,0,1,15,10.2,0,0,2,0,32,9,3,27,0,0,0,0,206,0.03287671232876712,0.05660377358490566,0.04878048780487805,0.03987730061349693,0.09090909090909091,0.09090909090909091,0.012195121951219513,0.06329113924050633,0,0.017316017316017316,0.053268765133171914,0,0.07692307692307693,0,0.03759398496240601,0.06060606060606061,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5777170658111572,Isaac Smith,0,15743,6,Hawthorn,2020,4,0
9,4,1,10,8,80,2,1,0,1,0,5,0,1,3,1,5,4,1,1,2,0,1,84,58,83,0,0,5,159,2,3,1,0,0,5,1,0,7,1,2,0,0,0,0,11,9.2,0,1,3,2,32,11,8,59,0,0,0,0,125,0.024657534246575342,0.025157232704402517,0.003484320557491289,0.015337423312883436,0.18181818181818182,0.09090909090909091,0.012195121951219513,0.06329113924050633,0,0.021645021645021644,0.009685230024213076,0.06666666666666667,0.07692307692307693,0.16666666666666666,0.015037593984962405,0.09090909090909091,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881202220916748,Will Hoskin-Elliott,0,15743,6,Collingwood,2020,6,0
8,3,2,10,4,40,0,1,0,1,0,3,0,2,0,0,4,6,1,1,0,0,0,90,42,34,0,0,2,205,3,2,1,0,0,1,0,4,2,1,3,0,0,0,1,13,4,0,1,2,0,32,9,3,27,0,0,0,0,167,0.021917808219178082,0.018867924528301886,0.006968641114982578,0.015337423312883436,0,0.09090909090909091,0.012195121951219513,0.0379746835443038,0,0.017316017316017316,0.014527845036319613,0.06666666666666667,0.07692307692307693,0,0.022556390977443608,0.06060606060606061,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0025962074287235737,Chad Wingard,0,15743,6,Hawthorn,2020,35,0
16,1,19,35,23,66,0,0,0,1,2,8,6,5,1,1,15,21,0,0,1,0,1,82,91,122,1,5,5,481,7,2,0,0,0,0,0,3,10,0,10,0,0,0,0,12,12.4,0,0,0,0,32,11,8,59,0,0,9,0,165,0.043835616438356165,0.006289308176100629,0.06620209059233449,0.05368098159509203,0,0,0.012195121951219513,0.10126582278481013,0.1276595744680851,0.06493506493506493,0.05084745762711865,0,0,0.16666666666666666,0.05263157894736842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.327751874923706,Adam Treloar,2,15743,6,Collingwood,2020,2,2
7,4,8,15,14,93,0,0,0,2,3,1,0,2,0,1,4,11,1,0,3,0,0,90,54,91,0,0,2,227,1,3,0,0,1,0,0,7,6,0,2,0,0,1,0,9,7.6,0,1,0,2,32,11,8,59,0,0,0,0,140,0.019178082191780823,0.025157232704402517,0.027874564459930314,0.023006134969325152,0,0,0.024390243902439025,0.012658227848101266,0,0.017316017316017316,0.026634382566585957,0.06666666666666667,0,0,0.007518796992481203,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018915459513664246,Jack Crisp,0,15743,6,Collingwood,2020,22,0
