kicks,kicks_prop,marks,marks_prop,handballs,handballs_prop,disposals,disposals_prop,effective_disposals,disposal_efficiency_percentage,goals,goals_prop,behinds,behinds_prop,tackles,tackles_prop,rebounds,inside_fifties,inside_fifties_prop,clearances,clearances_prop,clangers,free_kicks_for,free_kicks_against,contested_possessions,contested_possessions_prop,uncontested_possessions,uncontested_possessions_prop,contested_marks,contested_marks_prop,marks_inside_fifty,marks_inside_fifty_prop,one_percenters,bounces,goal_assists,goal_assists_prop,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers_prop,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,intercept_marks,marks_on_lead,pressure_acts,rating_points,score_launches,shots_at_goal,shots_at_goal_prop,spoils,margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
8,0.01762114537444934,5,0.02824858757062147,9,0.03146853146853147,17,0.022972972972972974,13,77,0,0,0,0,2,0.02,0,2,0.0196078431372549,3,0.04,4,0,1,7,0.02456140350877193,10,0.022026431718061675,0,0,0,0,3,0,0,0,77,62,54,1,2,4,225,0.02112676056338028,2,0,0,1,1,0,4,5,1,6,0,1,10,5.3,1,1,0.020833333333333332,2,16,15,12,87,0,0,0,0,52,0,1,0,0,1,0,0,0,0,0.030066702514886856,Matt Guelfi,0,15984,11,Essendon,2021,15,0
20,0.043668122270742356,11,0.044,8,0.022857142857142857,28,0.034653465346534656,25,89,0,0,1,0.16666666666666666,1,0.01098901098901099,3,1,0.010752688172043012,1,0.013888888888888888,2,1,1,6,0.025974025974025976,21,0.03677758318739054,0,0,0,0,6,0,1,0.041666666666666664,85,112,125,1,0,5,467,0.03968253968253968,7,0,1,1,0,0,4,17,0,4,2,0,6,12.8,2,1,0.025,5,19,7,15,97,0,0,2,0,100,0,1,0,0,1,0,0,0,0,1.093159556388855,Blake Hardwick,0,16084,21,Hawthorn,2021,4,0
9,0.022388059701492536,1,0.005952380952380952,18,0.07346938775510205,27,0.04173106646058733,21,78,0,0,0,0,8,0.0784313725490196,1,1,0.010309278350515464,6,0.07894736842105263,3,3,1,10,0.04132231404958678,16,0.04289544235924933,0,0,0,0,1,0,0,0,85,98,108,4,2,9,262,0.025,5,3,0,0,0,0,6,4,0,7,0,0,20,14.2,4,0,0,0,-21,7,14,91,0,0,0,0,294,1,0,1,0,0,0,0,0,0,0.29528117179870605,Travis Boak,0,16009,13,Port Adelaide,2021,8,0
14,0.03189066059225513,3,0.013215859030837005,3,0.009287925696594427,17,0.02230971128608924,12,71,0,0,1,0.058823529411764705,5,0.05102040816326531,3,3,0.03,3,0.04918032786885246,2,2,1,8,0.03137254901960784,11,0.02178217821782178,0,0,0,0,1,1,0,0,91,77,77,1,2,7,377,0.023255813953488372,3,0,0,0,0,0,8,9,0,5,0,1,21,13.6,2,1,0.02,0,0,11,12,83,0,0,0,0,77,0,0,0,0,0,0,0,0,1,-0.07853028178215027,Jack Graham,0,16098,23,Richmond,2021,45,0
8,0.017977528089887642,2,0.012345679012345678,3,0.011363636363636364,11,0.015514809590973202,6,55,1,0.037037037037037035,0,0,1,0.007407407407407408,3,1,0.008403361344537815,8,0.09195402298850575,1,2,1,9,0.02912621359223301,2,0.005115089514066497,2,0.07407407407407407,0,0,2,0,0,0,87,80,112,0,8,3,195,0.026143790849673203,1,0,0,0,5,1,3,4,0,2,1,0,7,16.1,3,1,0.018518518518518517,1,18,13,15,103,0,0,0,0,61,0,1,0,0,0,0,0,1,0,-0.17592275142669678,Oscar McInerney,0,15923,6,Brisbane Lions,2021,45,0
3,0.006342494714587738,2,0.008968609865470852,2,0.006756756756756757,5,0.006501950585175552,4,80,1,0.045454545454545456,0,0,2,0.017391304347826087,0,1,0.009615384615384616,0,0,2,0,2,1,0.004032258064516129,4,0.007858546168958742,1,0.05555555555555555,0,0,5,0,0,0,67,35,32,0,0,3,56,0.015873015873015872,1,1,0,0,4,0,5,2,0,0,1,0,14,7.8,1,1,0.02040816326530612,5,42,14,14,98,0,0,0,0,9,0,1,0,1,0,0,0,0,0,-0.02012505754828453,Bailey J. Williams,0,16059,18,West Coast,2021,37,0
11,0.025522041763341066,6,0.03015075376884422,3,0.00980392156862745,14,0.018995929443690638,12,86,0,0,0,0,1,0.01,1,3,0.030612244897959183,0,0,3,0,1,2,0.008264462809917356,12,0.02536997885835095,0,0,0,0,1,0,0,0,82,58,55,0,0,1,338,0.03125,3,0,0,0,0,0,6,9,0,2,0,0,8,4,0,0,0,0,40,14,14,98,0,0,0,0,26,0,1,0,0,0,0,0,0,1,0.021391229704022408,Justin McInerney,0,16069,19,Sydney,2021,18,0
9,0.019736842105263157,6,0.022900763358778626,11,0.03942652329749104,20,0.027210884353741496,14,70,0,0,2,0.15384615384615385,3,0.038461538461538464,2,1,0.010638297872340425,1,0.017857142857142856,1,0,0,2,0.009569377990430622,17,0.03231939163498099,0,0,2,0.08695652173913043,0,0,0,0,71,81,69,0,1,4,211,0.025210084033613446,2,0,0,0,0,0,2,5,0,2,0,0,12,0.5,0,2,0.05128205128205128,0,20,14,8,62,0,0,0,0,103,0,1,0,0,0,0,0,0,1,0.05321216583251953,Sam Menegola,0,16072,20,Geelong,2021,18,0
3,0.007772020725388601,2,0.012658227848101266,7,0.020527859237536656,10,0.013755158184319119,9,90,0,0,0,0,0,0,1,0,0,0,0,1,1,1,4,0.0149812734082397,6,0.013043478260869565,0,0,0,0,11,0,0,0,100,27,58,0,0,1,60,0.008130081300813009,6,0,0,4,0,0,9,3,0,3,2,0,10,10.3,0,0,0,9,7,9,13,87,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0.0029843361116945744,Ben McKay,0,15949,9,North Melbourne,2021,22,0
13,0.030162412993039442,5,0.036231884057971016,3,0.009523809523809525,16,0.021447721179624665,9,56,2,0.10526315789473684,1,0.08333333333333333,2,0.011363636363636364,0,3,0.026785714285714284,1,0.01098901098901099,3,3,0,8,0.023391812865497075,9,0.022556390977443608,0,0,0,0,1,1,0,0,83,84,75,0,1,4,396,0.03888888888888889,3,2,0,0,0,0,6,7,4,5,0,3,16,12.2,1,3,0.06976744186046512,0,1,5,10,65,0,0,0,0,148,0,1,0,0,0,1,0,0,0,-0.0039013191126286983,Alex Sexton,0,16048,17,Gold Coast,2021,37,0
9,0.022167487684729065,4,0.023121387283236993,7,0.023178807947019868,16,0.022598870056497175,12,75,0,0,0,0,2,0.019230769230769232,5,1,0.00847457627118644,1,0.016129032258064516,5,2,1,7,0.025454545454545455,11,0.026004728132387706,0,0,0,0,3,0,0,0,82,60,59,1,0,3,241,0.03184713375796178,6,0,0,1,0,0,10,5,0,5,0,0,12,8.3,2,0,0,3,-22,10,8,58,0,0,0,0,68,1,0,0,0,0,1,0,0,0,0.008490010164678097,Ethan Hughes,0,15877,1,Fremantle,2021,29,0
14,0.03357314148681055,7,0.03684210526315789,6,0.02054794520547945,20,0.028208744710860368,17,85,0,0,0,0,1,0.012345679012345678,4,1,0.010309278350515464,0,0,2,2,2,3,0.011857707509881422,16,0.035164835164835165,0,0,0,0,4,1,0,0,94,75,90,0,0,4,354,0.03361344537815126,5,0,0,3,0,0,11,12,0,1,1,0,11,4.8,2,0,0,4,7,7,17,109,0,0,0,0,186,0,1,0,0,0,0,0,0,0,-0.005696711130440235,Dane Rampe,0,16076,20,Sydney,2021,38,0
15,0.03768844221105527,4,0.027586206896551724,8,0.023255813953488372,23,0.03099730458221024,15,65,0,0,0,0,2,0.012658227848101266,3,5,0.045871559633027525,3,0.037037037037037035,1,1,0,7,0.023026315789473683,15,0.0334075723830735,0,0,0,0,1,0,0,0,79,82,84,2,1,3,405,0.007142857142857143,3,0,0,0,0,0,4,11,2,6,0,0,8,9.5,1,0,0,0,38,5,14,89,0,0,0,0,77,0,1,0,1,0,0,0,0,0,0.0761110931634903,Daniel Howe,0,16014,13,Hawthorn,2021,11,0
9,0.019867549668874173,8,0.035555555555555556,3,0.00909090909090909,12,0.01532567049808429,12,100,0,0,0,0,1,0.008928571428571428,1,0,0,0,0,1,0,1,3,0.011494252873563218,12,0.022429906542056073,1,0.037037037037037035,0,0,6,1,0,0,89,58,74,0,0,4,187,0.014598540145985401,4,0,2,3,0,0,2,9,0,1,2,0,4,9.1,3,0,0,5,38,14,14,98,0,0,0,0,22,0,1,0,0,1,0,0,0,0,0.0010898959590122104,Josh Rotham,0,15944,8,West Coast,2021,23,0
6,0.013761467889908258,3,0.015544041450777202,7,0.023411371237458192,13,0.017687074829931974,9,69,1,0.041666666666666664,2,0.2,3,0.022900763358778626,1,1,0.009523809523809525,1,0.011494252873563218,3,1,0,7,0.025,7,0.015873015873015872,0,0,1,0.0625,3,0,1,0.058823529411764705,74,62,70,1,0,6,150,0.015748031496062992,2,1,0,0,1,0,1,3,1,6,0,1,16,9.3,2,3,0.07692307692307693,0,-4,5,12,77,0,0,0,0,214,1,0,0,0,0,1,0,0,0,0.04483557492494583,Luke Dahlhaus,0,16101,23,Geelong,2021,21,0
10,0.025252525252525252,2,0.013071895424836602,11,0.035830618892508145,21,0.029871977240398292,12,57,0,0,0,0,3,0.023622047244094488,3,2,0.01904761904761905,4,0.05063291139240506,4,0,0,7,0.02464788732394366,14,0.034653465346534656,0,0,0,0,0,0,0,0,72,70,46,1,3,1,308,0.046875,0,0,0,1,0,0,12,3,0,5,0,0,19,5.2,0,0,0,0,-49,8,8,56,0,0,0,0,27,1,0,0,0,0,1,0,0,0,-0.012424160726368427,Harry Schoenberg,0,16071,20,Adelaide,2021,40,0
14,0.03189066059225513,8,0.04060913705583756,22,0.07612456747404844,36,0.04945054945054945,31,86,2,0.13333333333333333,1,0.05555555555555555,2,0.019230769230769232,2,3,0.031914893617021274,4,0.07142857142857142,0,1,0,11,0.04526748971193416,25,0.05434782608695652,0,0,1,0.045454545454545456,2,1,0,0,86,132,158,1,3,9,452,0,5,0,1,2,0,0,6,11,0,10,0,1,18,23.7,2,3,0.07142857142857142,0,-26,14,5,44,1,1,10,0,55,1,0,1,0,0,0,0,0,0,2.05755877494812,Sam Walsh,0,16046,17,Carlton,2021,1,3
22,0.05263157894736842,8,0.045714285714285714,6,0.022727272727272728,28,0.04105571847507331,16,57,1,0.05,0,0,5,0.038461538461538464,3,8,0.08602150537634409,2,0.02857142857142857,6,2,0,5,0.016778523489932886,18,0.049586776859504134,0,0,0,0,1,0,1,0.08333333333333333,87,130,91,0,2,4,831,0.07042253521126761,6,0,0,1,0,0,10,14,1,3,0,0,19,12.6,1,1,0.02127659574468085,1,-31,7,8,55,0,1,0,0,94,1,0,0,0,0,0,0,0,1,0.828582227230072,Karl Amon,0,16043,17,Port Adelaide,2021,4,0
8,0.019417475728155338,5,0.035211267605633804,5,0.016339869281045753,13,0.018105849582172703,12,92,0,0,0,0,3,0.022222222222222223,0,6,0.05660377358490566,1,0.012195121951219513,2,0,1,6,0.02120141342756184,7,0.016786570743405275,1,0.041666666666666664,0,0,3,0,0,0,89,58,71,0,1,2,316,0.006993006993006993,3,2,0,0,0,0,8,7,1,4,0,1,15,12.8,0,0,0,1,-19,5,12,77,0,0,0,0,45,1,0,0,0,0,1,0,0,0,0.009535769000649452,Connor Rozee,0,15952,9,Port Adelaide,2021,24,0
14,0.03056768558951965,6,0.024,14,0.04,28,0.034653465346534656,23,82,0,0,0,0,2,0.02197802197802198,1,4,0.043010752688172046,8,0.1111111111111111,5,1,1,12,0.05194805194805195,15,0.02626970227670753,0,0,0,0,1,0,0,0,80,94,85,6,2,3,277,0.03968253968253968,2,0,0,0,0,0,2,10,0,7,0,0,12,11.6,0,0,0,0,-19,6,12,78,0,0,0,0,116,1,0,1,0,0,0,0,0,0,0.39475908875465393,Jordan De Goey,0,16084,21,Collingwood,2021,9,0
8,0.018648018648018648,6,0.029556650246305417,2,0.006060606060606061,10,0.013175230566534914,8,80,0,0,0,0,2,0.018867924528301886,0,1,0.009259259259259259,0,0,2,1,1,3,0.011538461538461539,8,0.0163265306122449,0,0,0,0,3,0,0,0,89,52,41,0,0,0,84,0.006944444444444444,3,0,0,1,0,0,9,6,0,1,0,0,10,3.7,0,0,0,2,-18,6,11,72,0,0,0,0,16,1,0,0,0,0,0,0,0,0,-6.86412793584168e-4,Connor Idun,0,16031,15,Greater Western Sydney,2021,23,0
13,0.027837259100642397,7,0.03153153153153153,9,0.026627218934911243,22,0.02732919254658385,19,86,0,0,0,0,2,0.021505376344086023,2,3,0.028037383177570093,0,0,1,0,0,3,0.011904761904761904,19,0.0347985347985348,0,0,0,0,1,0,0,0,92,86,76,0,0,2,360,0.023809523809523808,1,0,0,0,0,0,7,10,0,3,0,0,9,9.5,0,0,0,1,-18,10,11,76,0,0,0,0,222,1,0,0,0,1,0,0,0,0,-0.034444306045770645,Shaun Atley,0,15941,8,North Melbourne,2021,41,0
10,0.023094688221709007,4,0.023809523809523808,13,0.041401273885350316,23,0.030789825970548863,19,83,1,0.045454545454545456,0,0,3,0.02830188679245283,1,3,0.02727272727272727,2,0.03333333333333333,4,1,1,9,0.03296703296703297,13,0.028446389496717725,1,0.06666666666666667,1,0.045454545454545456,0,0,1,0.07142857142857142,91,84,88,1,1,7,273,0.011560693641618497,2,1,0,0,3,1,7,7,1,6,0,0,16,18.1,0,1,0.02040816326530612,0,-2,11,11,77,0,0,0,0,248,1,0,0,1,0,0,0,0,0,0.16729117929935455,Dustin Martin,0,15903,4,Richmond,2021,13,0
6,0.01488833746898263,4,0.022727272727272728,10,0.02967359050445104,16,0.021621621621621623,14,88,0,0,0,0,3,0.024390243902439025,1,0,0,0,0,2,0,0,4,0.01532567049808429,11,0.022494887525562373,0,0,0,0,1,0,0,0,81,62,59,0,0,0,128,0,4,0,0,1,0,0,6,5,0,4,0,0,8,3.9,0,0,0,1,-58,13,6,49,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0.006647116504609585,Tobe Watson,0,16103,23,Fremantle,2021,29,0
18,0.04090909090909091,7,0.03153153153153153,13,0.04814814814814815,31,0.04366197183098591,24,77,0,0,0,0,4,0.031496062992125984,5,5,0.05319148936170213,0,0,2,0,1,5,0.0205761316872428,24,0.053691275167785234,2,0.07407407407407407,0,0,2,0,0,0,86,114,111,0,0,3,560,0.05084745762711865,5,0,0,1,1,1,9,12,0,3,3,0,11,11.9,0,0,0,2,27,10,11,76,0,0,7,0,111,0,1,0,0,1,0,0,0,0,2.1117289066314697,James Aish,0,16015,13,Fremantle,2021,1,3
17,0.03736263736263736,8,0.04020100502512563,16,0.041884816753926704,33,0.03942652329749104,28,85,0,0,0,0,1,0.008333333333333333,4,4,0.034782608695652174,2,0.02702702702702703,3,0,0,4,0.013937282229965157,27,0.04990757855822551,0,0,0,0,1,2,1,0.041666666666666664,81,111,103,0,2,6,471,0.014598540145985401,5,0,0,0,0,0,12,14,0,4,3,0,15,20,2,0,0,1,-69,5,9,59,0,0,0,0,33,1,0,0,0,1,0,0,0,0,-0.19095157086849213,Jack Scrimshaw,0,15932,7,Hawthorn,2021,43,0
10,0.023923444976076555,4,0.022857142857142857,15,0.056818181818181816,25,0.036656891495601175,20,80,0,0,0,0,6,0.046153846153846156,0,4,0.043010752688172046,8,0.11428571428571428,3,3,2,14,0.04697986577181208,14,0.03856749311294766,0,0,0,0,1,0,2,0.16666666666666666,80,93,112,4,4,7,335,0.04929577464788732,1,0,0,0,0,0,16,7,1,7,0,0,28,15,1,0,0,0,-31,7,8,55,0,0,0,0,298,1,0,1,0,0,0,0,0,0,0.36012041568756104,Travis Boak,0,16043,17,Port Adelaide,2021,8,0
9,0.019736842105263157,6,0.027906976744186046,5,0.015384615384615385,14,0.01792573623559539,10,71,0,0,0,0,1,0.009174311926605505,6,2,0.020202020202020204,0,0,4,1,1,8,0.027874564459930314,6,0.012396694214876033,2,0.0625,0,0,7,0,0,0,96,57,66,0,0,3,311,0.046052631578947366,8,0,0,1,0,0,4,8,0,5,2,0,5,6.4,2,0,0,5,-16,11,7,53,0,0,0,0,180,1,0,0,0,0,0,0,0,0,-0.006122945807874203,Jordan Roughead,0,15876,1,Collingwood,2021,33,0
3,0.006896551724137931,2,0.009615384615384616,2,0.0061162079510703364,5,0.006561679790026247,2,40,1,0.04,1,0.043478260869565216,0,0,0,2,0.018691588785046728,0,0,1,0,0,3,0.011538461538461539,2,0.004081632653061225,1,0.03125,1,0.03125,0,0,0,0,75,26,24,0,0,3,93,0.007352941176470588,1,0,0,0,1,1,5,1,0,2,0,0,19,2.3,1,2,0.03636363636363636,0,15,18,13,96,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0.0040588113479316235,Sam Sturt,0,15910,4,Fremantle,2021,23,0
12,0.025974025974025976,6,0.03260869565217391,14,0.05263157894736842,26,0.03571428571428571,18,69,0,0,0,0,8,0.06666666666666667,3,3,0.02631578947368421,7,0.07777777777777778,3,0,1,17,0.056291390728476824,12,0.027842227378190254,0,0,0,0,4,0,2,0.125,87,111,122,2,5,8,337,0.030303030303030304,4,2,1,1,0,0,14,8,0,13,1,0,24,19.5,3,0,0,1,-2,6,13,84,0,1,0,0,102,1,0,0,0,0,0,0,0,1,1.200883388519287,Callum Mills,0,15961,10,Sydney,2021,6,0
8,0.018912529550827423,6,0.030303030303030304,5,0.01488095238095238,13,0.017127799736495388,10,77,0,0,0,0,2,0.014598540145985401,1,0,0,0,0,3,1,1,3,0.01107011070110701,11,0.023157894736842106,0,0,0,0,4,0,0,0,74,58,59,0,0,2,142,0.007518796992481203,4,0,1,4,0,0,3,6,0,2,2,0,4,5.8,1,0,0,4,-7,13,8,61,0,0,0,0,8,1,0,0,0,0,0,0,0,0,-0.004274375271052122,Tobe Watson,0,15953,9,Fremantle,2021,29,0
12,0.028169014084507043,9,0.04433497536945813,2,0.006622516556291391,14,0.019230769230769232,11,79,0,0,0,0,3,0.033707865168539325,4,3,0.02857142857142857,0,0,2,1,1,1,0.00392156862745098,13,0.0273109243697479,0,0,0,0,3,0,0,0,82,77,71,0,0,4,367,0.015151515151515152,4,0,0,0,0,0,9,10,0,0,3,0,10,8.3,2,0,0,2,39,9,19,123,0,0,0,0,167,0,1,0,0,0,0,0,0,0,-0.11387443542480469,Nick Vlastuin,0,16000,12,Richmond,2021,45,0
9,0.018867924528301886,1,0.0037313432835820895,11,0.032448377581120944,20,0.024509803921568627,15,75,1,0.05,0,0,3,0.04225352112676056,1,4,0.04597701149425287,5,0.08333333333333333,7,1,4,7,0.03365384615384615,13,0.02159468438538206,0,0,0,0,0,0,0,0,81,59,50,1,4,2,256,0.06722689075630252,0,0,0,0,0,0,9,6,0,4,0,0,17,9.1,0,1,0.025,0,-45,9,6,45,0,0,0,0,174,1,0,1,0,0,0,0,0,0,0.07603016495704651,Elliot Yeo,0,16073,20,West Coast,2021,13,0
6,0.01366742596810934,0,0,2,0.008264462809917356,8,0.011747430249632892,5,63,1,0.05,0,0,4,0.03508771929824561,2,3,0.02830188679245283,1,0.015151515151515152,1,1,1,2,0.007246376811594203,6,0.015503875968992248,0,0,0,0,0,0,0,0,79,42,42,0,1,2,285,0,0,1,0,0,0,0,2,3,0,2,0,0,10,8,0,1,0.023255813953488372,0,-10,7,10,67,0,0,0,0,70,1,0,1,0,0,0,0,0,0,0.004060626961290836,Jack Graham,0,16034,16,Richmond,2021,24,0
6,0.013544018058690745,3,0.015151515151515152,5,0.015873015873015872,11,0.014511873350923483,8,73,0,0,0,0,5,0.04854368932038835,0,2,0.01818181818181818,0,0,3,0,1,5,0.020080321285140562,7,0.014227642276422764,0,0,1,0.05263157894736842,0,0,0,0,70,54,55,0,0,1,195,0.037037037037037035,2,1,0,0,0,0,10,3,0,4,0,0,23,4.1,0,1,0.017241379310344827,0,-67,15,4,39,0,0,0,0,15,1,0,0,0,0,0,0,1,0,0.006186779588460922,Jackson Hately,0,15931,7,Adelaide,2021,27,0
14,0.033816425120772944,5,0.030864197530864196,3,0.010380622837370242,17,0.02418207681365576,12,71,0,0,2,0.14285714285714285,2,0.013986013986013986,1,3,0.0297029702970297,0,0,2,0,0,2,0.006779661016949152,13,0.03291139240506329,0,0,0,0,0,0,1,0.05,86,73,59,0,0,6,270,0.02054794520547945,4,0,0,0,0,0,7,9,1,2,0,0,18,4.3,0,2,0.037037037037037035,0,1,6,15,96,0,0,0,0,18,0,1,0,0,0,0,0,0,1,0.020975051447749138,Lachlan Sholl,0,15959,10,Adelaide,2021,19,0
20,0.04728132387706856,3,0.015789473684210527,5,0.022123893805309734,25,0.03852080123266564,24,96,0,0,0,0,2,0.017543859649122806,6,3,0.030927835051546393,1,0.012987012987012988,2,3,0,7,0.027888446215139442,10,0.026246719160104987,0,0,0,0,0,0,0,0,80,90,113,1,0,1,558,0.03361344537815126,7,0,0,1,0,0,3,19,0,4,0,0,7,12.2,0,0,0,0,-1,14,11,80,1,1,0,0,224,1,0,0,0,0,0,0,0,0,0.5477725863456726,Daniel Rich,0,15885,2,Brisbane Lions,2021,7,0
6,0.013333333333333334,5,0.02,9,0.030303030303030304,15,0.020080321285140562,15,100,0,0,0,0,5,0.05263157894736842,1,0,0,0,0,1,1,1,2,0.009478672985781991,13,0.025,0,0,0,0,1,0,0,0,77,69,73,0,0,0,106,0,2,0,0,0,0,0,11,6,0,1,0,1,15,4.5,0,0,0,1,-10,15,6,51,0,0,0,0,33,1,0,0,0,1,0,0,0,0,-0.034401897341012955,John Noble,0,15980,11,Collingwood,2021,43,0
5,0.012224938875305624,2,0.012195121951219513,0,0,5,0.0067842605156037995,3,60,0,0,0,0,2,0.013986013986013986,1,0,0,0,0,2,0,0,0,0,4,0.0091324200913242,0,0,0,0,4,1,0,0,95,29,26,0,0,0,151,0.015748031496062992,0,0,1,4,0,0,11,3,0,0,0,0,15,2.4,0,0,0,4,31,4,18,112,0,0,0,0,126,0,1,0,0,1,0,0,0,0,-0.005971246864646673,Lachie Plowman,0,16070,20,Carlton,2021,36,0
22,0.04824561403508772,9,0.0410958904109589,8,0.026402640264026403,30,0.039525691699604744,15,50,0,0,3,0.13043478260869565,5,0.04424778761061947,1,7,0.06542056074766354,6,0.08823529411764706,9,1,3,11,0.044,22,0.04426559356136821,0,0,3,0.10344827586206896,0,0,0,0,88,124,92,2,4,10,672,0.041666666666666664,4,0,0,0,0,0,8,8,0,8,3,1,21,4.8,2,6,0.1,0,18,19,12,91,1,1,2,0,104,0,1,1,0,0,0,0,0,0,1.1636868715286255,Christian Petracca,0,15888,2,Melbourne,2021,4,0
12,0.026726057906458798,7,0.03954802259887006,6,0.020905923344947737,18,0.024456521739130436,9,50,0,0,0,0,3,0.02608695652173913,4,1,0.008620689655172414,1,0.012195121951219513,4,1,1,10,0.03496503496503497,9,0.0200445434298441,1,0.05555555555555555,0,0,14,0,0,0,94,79,104,0,1,3,321,0.037037037037037035,11,0,0,7,0,0,15,8,0,7,3,0,16,16.1,2,0,0,12,-34,2,11,68,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0.10893811285495758,Sam Taylor,0,15900,3,Greater Western Sydney,2021,14,0
18,0.04044943820224719,3,0.015957446808510637,11,0.04044117647058824,29,0.040446304044630406,18,62,1,0.034482758620689655,0,0,7,0.0660377358490566,1,9,0.08411214953271028,13,0.17333333333333334,5,2,0,18,0.06642066420664207,7,0.016129032258064516,0,0,0,0,3,1,1,0.043478260869565216,75,121,119,8,5,10,519,0.0364963503649635,3,0,0,1,1,0,9,9,0,9,0,0,20,26.1,4,1,0.02127659574468085,1,21,10,16,106,0,0,9,0,153,0,1,1,0,0,0,0,0,0,3.1068532466888428,Taylor Adams,0,15884,2,Collingwood,2021,1,3
22,0.05045871559633028,8,0.037383177570093455,5,0.016129032258064516,27,0.036193029490616625,24,89,0,0,0,0,6,0.06666666666666667,6,1,0.01020408163265306,0,0,4,2,1,4,0.01639344262295082,19,0.0389344262295082,0,0,0,0,2,1,0,0,87,123,121,0,0,3,661,0.04032258064516129,5,0,0,2,0,0,13,19,0,2,0,0,14,12.2,1,0,0,2,-12,7,12,79,0,0,6,0,130,1,0,0,0,0,0,0,0,0,1.0950597524642944,Brayden Maynard,0,16027,15,Collingwood,2021,3,1
4,0.00909090909090909,3,0.013761467889908258,0,0,4,0.005201560468140442,2,50,1,0.05263157894736842,1,0.05555555555555555,1,0.008547008547008548,0,1,0.010309278350515464,0,0,2,1,0,2,0.008298755186721992,2,0.0038535645472061657,1,0.05,1,0.06666666666666667,0,0,0,0,86,33,22,0,0,3,112,0,0,1,0,0,6,1,0,2,0,0,0,1,9,1.5,0,2,0.047619047619047616,0,-5,10,9,64,0,0,0,0,3,1,0,0,0,0,1,0,0,0,-0.021056292578577995,Jacob Koschitzke,0,15901,3,Hawthorn,2021,40,0
6,0.013363028953229399,2,0.011299435028248588,4,0.013937282229965157,10,0.01358695652173913,7,70,0,0,0,0,3,0.02608695652173913,3,2,0.017241379310344827,3,0.036585365853658534,3,2,2,4,0.013986013986013986,6,0.013363028953229399,0,0,0,0,1,0,0,0,50,40,28,0,3,2,160,0.012345679012345678,1,0,0,0,0,0,5,3,0,0,0,0,8,1.3,0,0,0,0,-34,2,11,68,0,0,0,0,203,1,0,0,0,0,1,0,0,0,-0.01214988436549902,Matt de Boer,0,15900,3,Greater Western Sydney,2021,32,0
5,0.0117096018735363,5,0.03496503496503497,1,0.003076923076923077,6,0.007978723404255319,4,67,0,0,0,0,2,0.011904761904761904,0,1,0.009615384615384616,0,0,1,0,1,4,0.01238390092879257,2,0.004807692307692308,3,0.2,0,0,0,0,0,0,93,37,30,0,0,1,87,0.012345679012345678,0,1,0,0,1,1,1,3,1,1,0,0,7,3.7,0,0,0,0,-9,10,8,58,0,0,0,0,15,1,0,0,0,0,1,0,0,0,0.08400489389896393,Hayden McLean,0,15942,8,Sydney,2021,16,0
16,0.035955056179775284,7,0.03017241379310345,10,0.03816793893129771,26,0.036775106082036775,18,69,1,0.045454545454545456,0,0,7,0.0673076923076923,0,6,0.06060606060606061,6,0.10344827586206896,7,2,3,12,0.04633204633204633,16,0.0367816091954023,1,0.02564102564102564,0,0,2,1,0,0,79,116,100,3,3,5,480,0.04411764705882353,3,1,0,0,1,1,11,11,1,7,1,0,20,10.6,1,1,0.02127659574468085,0,29,13,13,91,0,0,7,0,56,0,1,1,0,0,0,0,0,0,2.3825931549072266,Matthew Kennedy,0,16058,18,Carlton,2021,2,2
7,0.017241379310344827,6,0.03225806451612903,0,0,7,0.010057471264367816,4,57,2,0.08333333333333333,2,0.2,0,0,0,3,0.03896103896103896,0,0,0,1,0,5,0.0199203187250996,2,0.0044742729306487695,4,0.2222222222222222,3,0.1111111111111111,0,0,2,0.10526315789473684,73,54,56,0,0,6,179,0.009433962264150943,0,0,0,0,6,2,0,4,0,0,0,1,0,9.2,0,4,0.10526315789473684,0,-14,5,11,71,0,0,0,0,38,1,0,0,1,0,0,0,0,0,-0.18291246891021729,Max King,0,16090,22,St Kilda,2021,45,0
7,0.017241379310344827,3,0.016129032258064516,10,0.034482758620689655,17,0.02442528735632184,13,77,0,0,0,0,3,0.028037383177570093,0,5,0.06493506493506493,1,0.014084507042253521,2,0,0,7,0.027888446215139442,10,0.02237136465324385,0,0,0,0,1,0,0,0,60,62,71,1,0,1,140,0.03773584905660377,2,1,0,0,0,0,6,5,2,7,0,0,14,9.7,1,0,0,0,14,7,13,85,0,0,0,0,9,0,1,0,0,0,0,0,0,1,0.05930808559060097,Max Holmes,0,16090,22,Geelong,2021,14,0
